Região,Área,Pagamento,Opinião,Renda,Idade
Itamaracanã,Administração,Bolsas de estudo,Muito insatisfeito,1.11,24
Itamaracanã,Jurídica e Contábil,Financiamento bancário,Insatisfeito,1.11,24
Itamaracanã,Educacional,Bolsas de estudo,Indiferente,1.11,24
Itamaracanã,Administração,Bolsas de estudo,Indiferente,1.11,24
Itamaracanã,Computação e Matemática,Financiamento bancário,Indiferente,1.11,24
Jaquereçaba,Administração,Financiamento bancário,Muito insatisfeito,1.11,24
Jaquereçaba,Administração,Bolsas de estudo,Muito insatisfeito,1.11,24
Jaquereçaba,Administração,Bolsas de estudo,Muito insatisfeito,1.11,24
Jaquereçaba,Computação e Matemática,Bolsas de estudo,Insatisfeito,1.11,24
,Educacional,Financiamento bancário,Indiferente,1.11,24
Aratibutantã,Computação e Matemática,Financiamento bancário,Muito insatisfeito,1.12,24
Aratibutantã,Administração,Financiamento bancário,Insatisfeito,1.12,24
Aratibutantã,Administração,Bolsas de estudo,Insatisfeito,1.12,24
Aratibutantã,Administração,Financiamento bancário,Insatisfeito,1.12,24
Aratibutantã,Administração,Financiamento bancário,Insatisfeito,1.12,24
Aratibutantã,Educacional,Bolsas de estudo,Insatisfeito,1.12,24
Baependinha,Engenharia e Produção,Bolsas de estudo,Muito insatisfeito,1.12,24
Baependinha,Educacional,Financiamento bancário,Satisfeito,1.12,24
Baependinha,Computação e Matemática,Bolsas de estudo,Muito insatisfeito,1.12,24
Baependinha,Administração,Bolsas de estudo,Muito insatisfeito,1.12,24
Baependinha,Engenharia e Produção,Financiamento bancário,Muito insatisfeito,1.12,24
Itamaracanã,Jurídica e Contábil,Financiamento bancário,Indiferente,1.12,24
Itamaracanã,Administração,Bolsas de estudo,Indiferente,1.12,24
Itamaracanã,Engenharia e Produção,Financiamento bancário,Indiferente,1.12,24
Itamaracanã,Administração,Bolsas de estudo,Insatisfeito,1.12,24
Itamaracanã,Administração,Bolsas de estudo,Insatisfeito,1.12,24
Itamaracanã,Administração,Financiamento bancário,Satisfeito,1.12,24
Jaquereçaba,Jurídica e Contábil,Bolsas de estudo,Muito insatisfeito,1.12,24
Jaquereçaba,Administração,Bolsas de estudo,Muito insatisfeito,1.12,24
Jaquereçaba,Educacional,Financiamento bancário,Indiferente,1.12,24
Jaquereçaba,Educacional,Financiamento bancário,Satisfeito,1.12,24
Jaquereçaba,Administração,Financiamento bancário,Muito insatisfeito,1.12,24
Jaquereçaba,Engenharia e Produção,Bolsas de estudo,Muito insatisfeito,1.12,24
Jaquereçaba,Computação e Matemática,Bolsas de estudo,Muito insatisfeito,1.12,24
Jaquereçaba,Engenharia e Produção,Bolsas de estudo,Muito insatisfeito,1.12,24
Jaquereçaba,Administração,Financiamento bancário,Insatisfeito,1.12,24
Jaquereçaba,Computação e Matemática,Bolsas de estudo,Muito insatisfeito,1.12,24
Jaquereçaba,Humanidades,Bolsas de estudo,Insatisfeito,1.12,24
Aratibutantã,Computação e Matemática,Financiamento bancário,Insatisfeito,1.13,24
Baependinha,Computação e Matemática,Bolsas de estudo,Insatisfeito,1.13,24
Baependinha,Administração,Bolsas de estudo,Insatisfeito,1.13,24
Baependinha,Jurídica e Contábil,Financiamento bancário,Muito insatisfeito,1.13,24
Baependinha,Engenharia e Produção,Bolsas de estudo,Muito insatisfeito,1.13,24
Itamaracanã,Educacional,Financiamento bancário,Satisfeito,1.13,24
Itamaracanã,Computação e Matemática,Financiamento bancário,Insatisfeito,1.13,24
Itamaracanã,Jurídica e Contábil,Financiamento bancário,Indiferente,1.13,24
Itamaracanã,Administração,Financiamento bancário,Indiferente,1.13,24
Jaquereçaba,Engenharia e Produção,Bolsas de estudo,Muito insatisfeito,1.13,24
Aratibutantã,Engenharia e Produção,Financiamento bancário,Muito insatisfeito,1.14,24
Aratibutantã,Educacional,Bolsas de estudo,Insatisfeito,1.14,24
Aratibutantã,Engenharia e Produção,Bolsas de estudo,Muito insatisfeito,1.14,24
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Muito insatisfeito,1.14,24
Baependinha,Jurídica e Contábil,Bolsas de estudo,Muito insatisfeito,1.14,24
Baependinha,Administração,Financiamento bancário,Insatisfeito,1.14,24
Baependinha,Humanidades,Bolsas de estudo,Insatisfeito,1.14,24
Baependinha,Computação e Matemática,Bolsas de estudo,Muito insatisfeito,1.14,24
Baependinha,Administração,Bolsas de estudo,Insatisfeito,1.14,24
Baependinha,Computação e Matemática,Financiamento bancário,Insatisfeito,1.14,24
Baependinha,Administração,Financiamento bancário,Indiferente,1.14,24
Baependinha,Administração,Bolsas de estudo,Insatisfeito,1.14,24
Itamaracanã,Administração,Bolsas de estudo,Insatisfeito,1.14,24
Itamaracanã,Educacional,Bolsas de estudo,Satisfeito,1.14,24
Itamaracanã,Administração,Financiamento bancário,Indiferente,1.14,24
Jaquereçaba,Computação e Matemática,Bolsas de estudo,Muito insatisfeito,1.14,24
Jaquereçaba,Educacional,Financiamento bancário,Satisfeito,1.14,24
Jaquereçaba,Administração,Bolsas de estudo,Muito insatisfeito,1.14,24
Jaquereçaba,Administração,Financiamento bancário,Satisfeito,1.14,24
Jaquereçaba,Educacional,Financiamento bancário,Insatisfeito,1.14,24
Jaquereçaba,Administração,Financiamento bancário,Insatisfeito,1.14,24
Jaquereçaba,Educacional,Financiamento bancário,Muito satisfeito,1.14,24
Jaquereçaba,Computação e Matemática,Financiamento bancário,Indiferente,1.14,24
Jaquereçaba,Educacional,Financiamento bancário,Indiferente,1.14,24
Aratibutantã,Educacional,Financiamento bancário,Satisfeito,1.15,24
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Insatisfeito,1.15,24
Aratibutantã,Administração,Financiamento bancário,Insatisfeito,1.15,24
Baependinha,Humanidades,Bolsas de estudo,Insatisfeito,1.15,24
Baependinha,Humanidades,Bolsas de estudo,Insatisfeito,1.15,24
Baependinha,Educacional,Bolsas de estudo,Indiferente,1.15,24
Baependinha,Administração,Bolsas de estudo,Muito insatisfeito,1.15,24
Itamaracanã,Administração,Bolsas de estudo,Insatisfeito,1.15,24
Itamaracanã,Administração,Bolsas de estudo,Muito insatisfeito,1.15,24
Jaquereçaba,Administração,Financiamento bancário,Satisfeito,1.15,24
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Insatisfeito,1.15,24
Jaquereçaba,Administração,Bolsas de estudo,Insatisfeito,1.15,24
Jaquereçaba,Administração,Financiamento bancário,Insatisfeito,1.15,24
Jaquereçaba,Computação e Matemática,Bolsas de estudo,Muito insatisfeito,1.15,24
Jaquereçaba,Administração,Financiamento bancário,Indiferente,1.15,24
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Muito insatisfeito,1.15,24
Jaquereçaba,Administração,Bolsas de estudo,Muito insatisfeito,1.15,24
Paranapitanga,Administração,Financiamento bancário,Indiferente,1.15,24
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Insatisfeito,1.16,24
Aratibutantã,Engenharia e Produção,Financiamento bancário,Muito insatisfeito,1.16,24
Aratibutantã,Educacional,Bolsas de estudo,Satisfeito,1.16,24
Aratibutantã,Educacional,Financiamento bancário,Indiferente,1.16,24
Aratibutantã,Humanidades,Financiamento bancário,Insatisfeito,1.16,24
Baependinha,Engenharia e Produção,Financiamento bancário,Muito insatisfeito,1.16,24
Baependinha,Administração,Financiamento bancário,Satisfeito,1.16,24
Baependinha,Administração,Financiamento bancário,Insatisfeito,1.16,24
Baependinha,Jurídica e Contábil,Financiamento bancário,Muito insatisfeito,1.16,24
Baependinha,Administração,Bolsas de estudo,Muito insatisfeito,1.16,24
Itamaracanã,Administração,Bolsas de estudo,Insatisfeito,1.16,24
Itamaracanã,Educacional,Financiamento bancário,Satisfeito,1.16,24
Jaquereçaba,Administração,Financiamento bancário,Indiferente,1.16,24
Jaquereçaba,Administração,Bolsas de estudo,Muito insatisfeito,1.16,24
Aratibutantã,Computação e Matemática,Financiamento bancário,Indiferente,1.17,24
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Muito insatisfeito,1.17,24
Aratibutantã,Jurídica e Contábil,Bolsas de estudo,Muito insatisfeito,1.17,24
Aratibutantã,Humanidades,Financiamento bancário,Insatisfeito,1.17,24
Aratibutantã,Engenharia e Produção,Financiamento bancário,Indiferente,1.17,24
Baependinha,Computação e Matemática,Bolsas de estudo,Insatisfeito,1.17,24
Baependinha,Administração,Bolsas de estudo,Insatisfeito,1.17,24
Baependinha,Administração,Bolsas de estudo,Insatisfeito,1.17,24
Baependinha,Engenharia e Produção,Financiamento bancário,Insatisfeito,1.17,24
Itamaracanã,Administração,Bolsas de estudo,Muito insatisfeito,1.17,24
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Indiferente,1.17,24
Jaquereçaba,Educacional,Financiamento bancário,Satisfeito,1.17,24
Jaquereçaba,Computação e Matemática,Financiamento bancário,Insatisfeito,1.17,24
Jaquereçaba,Administração,Bolsas de estudo,Muito insatisfeito,1.17,24
Jaquereçaba,Administração,Financiamento bancário,Satisfeito,1.17,24
Jaquereçaba,Engenharia e Produção,Financiamento bancário,Satisfeito,1.17,24
Aratibutantã,Computação e Matemática,Financiamento bancário,Indiferente,1.18,24
Aratibutantã,Computação e Matemática,Bolsas de estudo,Muito insatisfeito,1.18,24
Aratibutantã,Administração,Bolsas de estudo,Muito insatisfeito,1.18,24
Aratibutantã,Administração,Financiamento bancário,Insatisfeito,1.18,24
Aratibutantã,Administração,Financiamento bancário,Insatisfeito,1.18,24
Aratibutantã,Humanidades,Financiamento bancário,Satisfeito,1.18,24
Aratibutantã,Administração,Bolsas de estudo,Muito insatisfeito,1.18,24
Baependinha,Administração,Financiamento bancário,Indiferente,1.18,24
Baependinha,Computação e Matemática,Financiamento bancário,Insatisfeito,1.18,24
Itamaracanã,Engenharia e Produção,Financiamento bancário,Satisfeito,1.18,24
Itamaracanã,Educacional,Bolsas de estudo,Muito satisfeito,1.18,24
Itamaracanã,Computação e Matemática,Bolsas de estudo,Indiferente,1.18,24
Jaquereçaba,Humanidades,Financiamento bancário,Satisfeito,1.18,24
Jaquereçaba,Administração,Bolsas de estudo,Satisfeito,1.18,24
Jaquereçaba,Engenharia e Produção,Bolsas de estudo,Muito insatisfeito,1.18,24
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Muito insatisfeito,1.18,24
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Muito insatisfeito,1.18,24
Paranapitanga,Engenharia e Produção,Financiamento bancário,Insatisfeito,1.18,24
,Computação e Matemática,Financiamento bancário,Muito insatisfeito,1.18,24
Aratibutantã,Computação e Matemática,Financiamento bancário,Insatisfeito,1.19,24
Aratibutantã,Administração,Financiamento bancário,Insatisfeito,1.19,24
Aratibutantã,Engenharia e Produção,Financiamento bancário,Insatisfeito,1.19,24
Aratibutantã,Administração,Bolsas de estudo,Muito insatisfeito,1.19,24
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Insatisfeito,1.19,24
Aratibutantã,Computação e Matemática,Financiamento bancário,Indiferente,1.19,24
Aratibutantã,Educacional,Financiamento bancário,Indiferente,1.19,24
Aratibutantã,Administração,Bolsas de estudo,Insatisfeito,1.19,24
Baependinha,Engenharia e Produção,Bolsas de estudo,Insatisfeito,1.19,24
Baependinha,Administração,Financiamento bancário,Satisfeito,1.19,24
Baependinha,Jurídica e Contábil,Financiamento bancário,Satisfeito,1.19,24
Baependinha,Educacional,Financiamento bancário,Satisfeito,1.19,24
Itamaracanã,Computação e Matemática,Financiamento bancário,Indiferente,1.19,24
Itamaracanã,Engenharia e Produção,Financiamento bancário,Indiferente,1.19,24
Jaquereçaba,Educacional,Financiamento bancário,Satisfeito,1.19,24
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Indiferente,1.19,24
Jaquereçaba,Computação e Matemática,Bolsas de estudo,Indiferente,1.19,24
Jaquereçaba,Administração,Bolsas de estudo,Indiferente,1.19,24
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Insatisfeito,1.2,24
Baependinha,Administração,Bolsas de estudo,Insatisfeito,1.2,24
Baependinha,Administração,Financiamento bancário,Satisfeito,1.2,24
Baependinha,Administração,Bolsas de estudo,Indiferente,1.2,24
Baependinha,Engenharia e Produção,Bolsas de estudo,Muito insatisfeito,1.2,24
Itamaracanã,Administração,Bolsas de estudo,Indiferente,1.2,24
Itamaracanã,Administração,Bolsas de estudo,Indiferente,1.2,24
Itamaracanã,Jurídica e Contábil,Financiamento bancário,Insatisfeito,1.2,24
Jaquereçaba,Educacional,Financiamento bancário,Satisfeito,1.2,24
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Muito insatisfeito,1.2,24
Jaquereçaba,Computação e Matemática,Financiamento bancário,Muito insatisfeito,1.2,24
Jaquereçaba,Educacional,Financiamento bancário,Insatisfeito,1.2,24
Jaquereçaba,Humanidades,Financiamento bancário,Satisfeito,1.2,24
Jaquereçaba,Administração,Bolsas de estudo,Insatisfeito,1.2,24
Aratibutantã,Administração,Financiamento bancário,Insatisfeito,1.21,24
Aratibutantã,Administração,Financiamento bancário,Insatisfeito,1.21,24
Aratibutantã,Computação e Matemática,Financiamento bancário,Indiferente,1.21,24
Aratibutantã,Computação e Matemática,Financiamento bancário,Indiferente,1.21,24
Baependinha,Jurídica e Contábil,Financiamento bancário,Muito insatisfeito,1.21,24
Baependinha,Computação e Matemática,Bolsas de estudo,Insatisfeito,1.21,24
Jaquereçaba,Administração,Bolsas de estudo,Insatisfeito,1.21,24
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Insatisfeito,1.21,24
Jaquereçaba,Engenharia e Produção,Financiamento bancário,Indiferente,1.21,24
Jaquereçaba,Computação e Matemática,Financiamento bancário,Indiferente,1.21,24
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Muito insatisfeito,1.21,24
Jaquereçaba,Administração,Financiamento bancário,Satisfeito,1.21,24
Paranapitanga,Jurídica e Contábil,Financiamento bancário,Muito insatisfeito,1.21,24
Aratibutantã,Administração,Bolsas de estudo,Insatisfeito,1.22,24
Aratibutantã,Computação e Matemática,Financiamento bancário,Insatisfeito,1.22,24
Baependinha,Administração,Bolsas de estudo,Muito insatisfeito,1.22,24
Baependinha,Jurídica e Contábil,Financiamento bancário,Muito insatisfeito,1.22,24
Itamaracanã,Jurídica e Contábil,Financiamento bancário,Satisfeito,1.22,24
Jaquereçaba,Computação e Matemática,Financiamento bancário,Insatisfeito,1.22,24
Jaquereçaba,Engenharia e Produção,Financiamento bancário,Indiferente,1.22,24
Jaquereçaba,Administração,,Indiferente,1.22,24
Jaquereçaba,Computação e Matemática,Bolsas de estudo,Insatisfeito,1.22,24
Jaquereçaba,Educacional,Financiamento bancário,Indiferente,1.22,24
Aratibutantã,Administração,Bolsas de estudo,Insatisfeito,1.23,24
Itamaracanã,Computação e Matemática,Bolsas de estudo,Indiferente,1.23,24
Itamaracanã,Administração,Bolsas de estudo,Satisfeito,1.23,24
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Muito insatisfeito,1.23,24
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Insatisfeito,1.23,24
Jaquereçaba,Engenharia e Produção,Financiamento bancário,Indiferente,1.23,24
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Insatisfeito,1.23,24
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Insatisfeito,1.23,24
Aratibutantã,Engenharia e Produção,Financiamento bancário,Insatisfeito,1.24,24
Aratibutantã,Jurídica e Contábil,Bolsas de estudo,Muito insatisfeito,1.24,24
Aratibutantã,Computação e Matemática,Bolsas de estudo,Insatisfeito,1.24,24
Aratibutantã,Administração,Financiamento bancário,Satisfeito,1.24,24
Aratibutantã,Administração,Financiamento bancário,Indiferente,1.24,24
Aratibutantã,Engenharia e Produção,Financiamento bancário,Insatisfeito,1.24,24
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Muito insatisfeito,1.24,24
Aratibutantã,Administração,Financiamento bancário,Insatisfeito,1.24,24
Baependinha,Jurídica e Contábil,Financiamento bancário,Insatisfeito,1.24,24
Jaquereçaba,Administração,Financiamento bancário,Insatisfeito,1.24,24
Jaquereçaba,Computação e Matemática,Financiamento bancário,Indiferente,1.24,24
Jaquereçaba,Computação e Matemática,Financiamento bancário,Insatisfeito,1.24,24
Aratibutantã,Administração,Financiamento bancário,Insatisfeito,1.25,24
Aratibutantã,Humanidades,Financiamento bancário,Satisfeito,1.25,24
Aratibutantã,Educacional,Financiamento bancário,Insatisfeito,1.25,24
Aratibutantã,Engenharia e Produção,Financiamento bancário,Indiferente,1.25,24
Aratibutantã,Administração,Financiamento bancário,Muito insatisfeito,1.25,24
Aratibutantã,Computação e Matemática,Financiamento bancário,Insatisfeito,1.25,24
Baependinha,Jurídica e Contábil,Bolsas de estudo,Muito insatisfeito,1.25,24
Itamaracanã,Engenharia e Produção,Bolsas de estudo,Muito insatisfeito,1.25,24
Itamaracanã,Jurídica e Contábil,Bolsas de estudo,Muito insatisfeito,1.25,24
Itamaracanã,Jurídica e Contábil,Financiamento bancário,Satisfeito,1.25,24
Jaquereçaba,Administração,Bolsas de estudo,Insatisfeito,1.25,24
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Indiferente,1.25,24
Jaquereçaba,Educacional,Bolsas de estudo,Insatisfeito,1.25,24
Jaquereçaba,Computação e Matemática,Bolsas de estudo,Insatisfeito,1.25,24
Jaquereçaba,Administração,Financiamento bancário,Insatisfeito,1.25,24
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Indiferente,1.26,24
Aratibutantã,Administração,Financiamento bancário,Muito insatisfeito,1.26,24
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Insatisfeito,1.26,24
Aratibutantã,Administração,Financiamento bancário,Insatisfeito,1.26,24
Baependinha,Engenharia e Produção,Financiamento bancário,Insatisfeito,1.26,24
Itamaracanã,Administração,Bolsas de estudo,Indiferente,1.26,24
Itamaracanã,Administração,Financiamento bancário,Muito satisfeito,1.26,24
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Muito insatisfeito,1.26,24
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Insatisfeito,1.26,24
Jaquereçaba,Administração,Financiamento bancário,Indiferente,1.26,24
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Insatisfeito,1.27,24
Aratibutantã,Educacional,Financiamento bancário,Indiferente,1.27,24
Aratibutantã,Educacional,Bolsas de estudo,Indiferente,1.27,24
Baependinha,Administração,Financiamento bancário,Indiferente,1.27,24
Baependinha,Administração,Bolsas de estudo,Insatisfeito,1.27,24
Baependinha,Jurídica e Contábil,Financiamento bancário,Indiferente,1.27,24
Baependinha,Administração,Financiamento bancário,Muito satisfeito,1.27,24
Jaquereçaba,Administração,Financiamento bancário,Indiferente,1.27,24
Aratibutantã,Administração,Financiamento bancário,Indiferente,1.28,24
Aratibutantã,Humanidades,Financiamento bancário,Muito insatisfeito,1.28,24
Aratibutantã,Engenharia e Produção,Financiamento bancário,Muito insatisfeito,1.28,24
Aratibutantã,Engenharia e Produção,Financiamento bancário,Indiferente,1.28,24
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Insatisfeito,1.28,24
Baependinha,Administração,Financiamento bancário,Satisfeito,1.28,24
Itamaracanã,Jurídica e Contábil,Financiamento bancário,Indiferente,1.28,24
Jaquereçaba,Administração,Financiamento bancário,Indiferente,1.28,24
Jaquereçaba,Engenharia e Produção,Financiamento bancário,Insatisfeito,1.28,24
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Insatisfeito,1.29,24
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Insatisfeito,1.29,24
Aratibutantã,Administração,Financiamento bancário,Satisfeito,1.29,24
Aratibutantã,Educacional,Financiamento bancário,Indiferente,1.29,24
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Indiferente,1.29,24
Aratibutantã,Engenharia e Produção,Financiamento bancário,Insatisfeito,1.29,24
Baependinha,Humanidades,Bolsas de estudo,Insatisfeito,1.29,24
Itamaracanã,Engenharia e Produção,Financiamento bancário,Indiferente,1.29,24
Itamaracanã,Humanidades,Bolsas de estudo,Indiferente,1.29,24
Itamaracanã,Jurídica e Contábil,Bolsas de estudo,Muito insatisfeito,1.29,24
Itamaracanã,Engenharia e Produção,Financiamento bancário,Satisfeito,1.29,24
Aratibutantã,Administração,Financiamento bancário,Insatisfeito,1.3,24
Aratibutantã,Engenharia e Produção,Financiamento bancário,Insatisfeito,1.3,24
Aratibutantã,Administração,Bolsas de estudo,Muito insatisfeito,1.3,24
Aratibutantã,Engenharia e Produção,Financiamento bancário,Insatisfeito,1.3,24
Baependinha,Administração,Financiamento bancário,Satisfeito,1.3,24
Jaquereçaba,Engenharia e Produção,Financiamento bancário,Indiferente,1.3,24
Jaquereçaba,Engenharia e Produção,Financiamento bancário,Insatisfeito,1.3,24
Jaquereçaba,Engenharia e Produção,Financiamento bancário,Indiferente,1.3,24
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Muito insatisfeito,1.31,24
Itamaracanã,Jurídica e Contábil,Financiamento bancário,Satisfeito,1.31,24
Jaquereçaba,Administração,Financiamento bancário,Satisfeito,1.31,24
Jaquereçaba,Administração,Bolsas de estudo,Satisfeito,1.31,24
Jaquereçaba,Engenharia e Produção,Financiamento bancário,Indiferente,1.31,24
Aratibutantã,Engenharia e Produção,Financiamento bancário,Indiferente,1.32,24
Aratibutantã,Educacional,Bolsas de estudo,Satisfeito,1.32,24
Aratibutantã,Administração,Financiamento bancário,Insatisfeito,1.32,24
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Insatisfeito,1.32,24
Aratibutantã,Engenharia e Produção,Financiamento bancário,Insatisfeito,1.32,24
Baependinha,Jurídica e Contábil,Financiamento bancário,Satisfeito,1.32,24
Baependinha,Administração,Financiamento bancário,Indiferente,1.32,24
Itamaracanã,Jurídica e Contábil,Bolsas de estudo,Muito insatisfeito,1.32,24
Jaquereçaba,Jurídica e Contábil,Bolsas de estudo,Muito insatisfeito,1.32,24
Jaquereçaba,Administração,Bolsas de estudo,Satisfeito,1.33,24
Jaquereçaba,Administração,Financiamento bancário,Satisfeito,1.33,24
Baependinha,Computação e Matemática,Financiamento bancário,Indiferente,1.34,24
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Insatisfeito,1.35,24
Aratibutantã,Administração,Bolsas de estudo,Insatisfeito,1.35,24
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Indiferente,1.35,24
Baependinha,Jurídica e Contábil,Financiamento bancário,Insatisfeito,1.35,24
Baependinha,Jurídica e Contábil,Financiamento bancário,Insatisfeito,1.35,24
Baependinha,Engenharia e Produção,Financiamento bancário,Satisfeito,1.35,24
Baependinha,Jurídica e Contábil,Financiamento bancário,Indiferente,1.35,24
Baependinha,Jurídica e Contábil,Financiamento bancário,Insatisfeito,1.35,24
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Satisfeito,1.35,24
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Muito insatisfeito,1.35,24
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Insatisfeito,1.35,24
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Satisfeito,1.35,24
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Indiferente,1.35,24
Paranapitanga,Administração,Financiamento bancário,Muito insatisfeito,1.35,24
Paranapitanga,Jurídica e Contábil,Financiamento bancário,Muito insatisfeito,1.35,24
Paranapitanga,Engenharia e Produção,Financiamento bancário,Muito insatisfeito,1.35,24
Aratibutantã,Engenharia e Produção,Financiamento bancário,Satisfeito,1.36,24
Baependinha,Jurídica e Contábil,Financiamento bancário,Indiferente,1.36,24
Jaquereçaba,Administração,Financiamento bancário,Satisfeito,1.36,24
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Insatisfeito,1.36,24
Jaquereçaba,Engenharia e Produção,Financiamento bancário,Insatisfeito,1.36,24
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Indiferente,1.36,24
Aratibutantã,Engenharia e Produção,Financiamento bancário,Satisfeito,1.37,24
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Insatisfeito,1.37,24
Paranapitanga,Administração,Bolsas de estudo,Insatisfeito,1.37,24
Aratibutantã,Engenharia e Produção,Financiamento bancário,Insatisfeito,1.38,24
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Indiferente,1.38,24
Aratibutantã,Administração,Financiamento bancário,Indiferente,1.38,24
Aratibutantã,Engenharia e Produção,Financiamento bancário,Satisfeito,1.38,24
Baependinha,Administração,Financiamento bancário,Muito satisfeito,1.38,24
Baependinha,Engenharia e Produção,Financiamento bancário,Indiferente,1.38,24
Baependinha,Administração,Financiamento bancário,Satisfeito,1.38,24
Baependinha,Jurídica e Contábil,Financiamento bancário,Insatisfeito,1.38,24
Itamaracanã,Administração,Financiamento bancário,Satisfeito,1.38,24
Jaquereçaba,Engenharia e Produção,Financiamento bancário,Insatisfeito,1.38,24
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Satisfeito,1.38,24
Jaquereçaba,Educacional,Bolsas de estudo,Muito satisfeito,1.38,24
Jaquereçaba,Computação e Matemática,Financiamento bancário,Satisfeito,1.38,24
Aratibutantã,Humanidades,Financiamento bancário,Indiferente,1.39,24
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Indiferente,1.39,24
Aratibutantã,Engenharia e Produção,Financiamento bancário,Satisfeito,1.39,24
Baependinha,Jurídica e Contábil,Bolsas de estudo,Indiferente,1.39,24
Itamaracanã,Jurídica e Contábil,Financiamento bancário,Indiferente,1.39,24
Aratibutantã,Administração,Financiamento bancário,Indiferente,1.4,24
Aratibutantã,Administração,Financiamento bancário,Indiferente,1.4,24
Aratibutantã,Administração,Financiamento bancário,Indiferente,1.4,24
Aratibutantã,Engenharia e Produção,Financiamento bancário,Indiferente,1.41,24
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Insatisfeito,1.41,24
Aratibutantã,Engenharia e Produção,Financiamento bancário,Insatisfeito,1.41,24
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Indiferente,1.41,24
Aratibutantã,Administração,Financiamento bancário,Satisfeito,1.42,24
Aratibutantã,Humanidades,Financiamento bancário,Indiferente,1.42,24
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Insatisfeito,1.42,24
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Indiferente,1.43,24
Aratibutantã,Engenharia e Produção,Financiamento bancário,Insatisfeito,1.43,24
Aratibutantã,Engenharia e Produção,Financiamento bancário,Muito insatisfeito,1.43,24
Baependinha,Administração,Financiamento bancário,Satisfeito,1.43,24
Baependinha,Jurídica e Contábil,Financiamento bancário,Indiferente,1.43,24
Baependinha,Administração,Financiamento bancário,Satisfeito,1.43,24
Baependinha,Jurídica e Contábil,Financiamento bancário,Insatisfeito,1.43,24
Baependinha,Computação e Matemática,Financiamento bancário,Satisfeito,1.43,24
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Indiferente,1.43,24
Aratibutantã,Engenharia e Produção,Recursos próprios,Muito satisfeito,1.44,24
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Satisfeito,1.44,24
Jaquereçaba,Administração,Financiamento bancário,Indiferente,1.44,24
Aratibutantã,Educacional,Financiamento bancário,Satisfeito,1.45,24
Aratibutantã,Engenharia e Produção,Financiamento bancário,Indiferente,1.45,24
Aratibutantã,Engenharia e Produção,Financiamento bancário,Satisfeito,1.45,24
Aratibutantã,Engenharia e Produção,Financiamento bancário,Insatisfeito,1.45,24
Aratibutantã,Administração,Financiamento bancário,Indiferente,1.45,24
Aratibutantã,Jurídica e Contábil,Recursos próprios,Indiferente,1.45,24
Itamaracanã,Jurídica e Contábil,Financiamento bancário,Insatisfeito,1.45,24
